Vehicle ID,Origin,Destination,Travel Time,Distance,Emissions,Avg Speed,Passengers,Completed
844,1400,1367,1148.47,8436.3,11.7866,7.34571,1,Yes
845,1579,1098,678.881,7057.75,11.1161,10.3961,2,Yes
846,1326,1624,105.699,1672.05,2.11689,15.819,4,Yes
847,1245,1252,876.833,3538.47,5.50636,4.03551,1,Yes
848,36,923,1999.76,15237.2,26.3293,7.6195,1,Yes
849,1459,1410,1046.39,9338.01,12.8569,8.92401,3,Yes
850,1773,1362,118.299,2055.1,3.44137,17.3721,3,Yes
851,874,1612,319.51,1406.55,2.02217,4.4022,5,Yes
852,423,1485,658.386,5324.89,6.08993,8.0878,4,Yes
853,314,1682,1649.54,8033.83,12.0455,4.87033,4,Yes
854,1643,1327,156.8,2501.57,4.46278,15.9538,1,Yes
855,1364,1354,330.911,2842.94,5.68333,8.59126,3,Yes
856,1719,700,1643.55,11845.1,13.6411,7.20702,3,Yes
857,986,1367,705.775,6995.26,8.96527,9.91146,3,Yes
858,1368,1436,113.899,2156.32,3.72447,18.9319,2,Yes
859,1575,1927,969.11,8672.45,17.1272,8.94888,1,Yes
860,1376,1390,1374.41,13745.3,16.1517,10.0008,5,Yes
861,1621,1388,2026.75,14322.6,18.0222,7.06676,4,Yes
862,1479,547,1395.41,10718.7,13.2251,7.68139,3,Yes
863,1426,1653,164.701,1513.79,2.9807,9.19113,4,Yes
864,96,1405,106.099,1325.72,2.30819,12.4951,2,Yes
865,524,1238,1670.54,15316.8,24.6716,9.16878,4,Yes
866,1354,1462,1569.86,9977.12,11.8596,6.3554,1,Yes
867,1325,1664,1512.78,8709.26,15.3246,5.75713,4,Yes
868,98,1933,1000.1,3937.67,6.68339,3.93726,5,Yes
869,1615,1679,1195.26,10074.8,13.3787,8.42896,4,Yes
870,1528,1728,1740.52,7754.99,12.1391,4.45555,5,Yes
871,1457,1698,901.127,5563.86,6.15267,6.17434,2,Yes
872,1339,617,823.146,6595.26,12.2799,8.01226,2,Yes
873,219,1253,1173.96,8876.82,14.1265,7.56143,2,Yes
874,41,1752,696.377,5073.9,9.27503,7.28613,1,Yes
875,35,1457,419.316,3612.52,3.74755,8.61525,2,Yes
876,106,421,1353.02,9515.77,11.2208,7.033,4,Yes
877,1023,1477,757.062,4811.16,8.28744,6.35504,1,Yes
878,1552,1405,527.818,3321.27,5.2955,6.29245,4,Yes
879,1415,1603,993.804,7502.77,13.2505,7.54954,1,Yes
880,19,1802,114.399,1292.28,1.78709,11.2963,3,Yes
881,1782,1522,1259.74,9165.19,9.32339,7.27547,1,Yes
882,1916,1635,1006.4,7136.33,13.7644,7.09094,2,Yes
883,12,603,2316.81,12296.1,21.1728,5.30733,2,Yes
884,870,1561,1675.44,11260.6,16.1146,6.72097,4,Yes
885,1799,1677,72.2995,1040.32,1.36557,14.3891,3,Yes
886,1373,1576,794.253,5969.15,7.56424,7.51542,2,Yes
887,1829,1520,329.611,2583.83,3.81013,7.83902,1,Yes
888,1690,1386,1998.56,14223.5,23.0246,7.11687,5,Yes
889,952,1493,319.71,1886.24,2.67676,5.89985,3,Yes
890,1665,1389,1209.55,10637.4,20.2396,8.79447,1,Yes
891,1648,1680,2042.55,13088.4,17.2464,6.40789,5,Yes
892,1410,1361,117.699,2358.51,3.96489,20.0386,4,Yes
893,426,1656,633.192,5568.74,7.64942,8.7947,4,Yes
894,1367,1156,1010.8,4418.54,5.88827,4.37133,5,Yes
895,540,1052,522.32,3985.38,4.34249,7.63017,4,Yes
896,1575,1422,946.716,6460.69,9.57051,6.82432,4,Yes
897,1674,1505,1099.68,6263.43,10.093,5.69569,5,Yes
898,1419,1761,1184.36,6690.56,10.8721,5.64911,2,Yes
899,1399,1328,737.567,7826.31,9.63102,10.611,2,Yes
900,1600,1672,1141.17,6892.04,7.25474,6.03946,4,Yes
901,1697,1577,2064.66,12328.4,14.757,5.97113,3,Yes
902,1280,1519,1076.78,4766.88,8.30543,4.42696,5,Yes
903,328,301,121.199,683.252,0.758134,5.63745,3,Yes
904,1927,1462,1675.44,8475,15.6482,5.05838,1,Yes
905,55,110,42.5999,478.329,0.529567,11.2284,3,Yes
906,1374,28,739.566,3803.45,5.77083,5.14281,2,Yes
907,1601,1441,218.104,3872.54,5.80757,17.7555,1,Yes
908,111,1184,943.917,3696.99,5.92744,3.91665,5,Yes
909,1113,1780,1985.06,10091.3,19.9365,5.0836,2,Yes
910,1642,23,721.471,3297.94,3.65048,4.57114,5,Yes
911,1515,1821,1350.92,13511.4,14.205,10.0017,1,Yes
912,1713,300,648.389,5416.75,7.67001,8.35417,1,Yes
913,426,1573,905.426,6014.48,7.85161,6.64271,2,Yes
914,1791,45,652.188,6748.04,6.82828,10.3468,2,Yes
915,1893,1913,497.021,1788.61,3.50509,3.59865,3,Yes
916,288,1712,885.531,7228.33,10.6382,8.16271,3,Yes
917,1475,987,1990.66,13418,19.4601,6.74049,1,Yes
918,1599,1503,999.503,5637.85,10.3012,5.64065,4,Yes
919,735,61,1812.8,14293.1,23.4857,7.88452,2,Yes
920,1771,1908,1673.24,12382.3,16.4245,7.40023,5,Yes
921,1340,1479,846.94,5801.46,10.4684,6.84991,3,Yes
922,1649,1753,381.714,4766.62,7.17649,12.4874,3,Yes
923,423,1612,940.317,7617.91,9.12054,8.10142,3,Yes
924,993,1331,1006,8107.39,11.9834,8.05903,3,Yes
925,1500,1569,341.412,2539.57,2.86788,7.43845,1,Yes
926,1332,1423,163.401,2959.75,3.64786,18.1135,3,Yes
927,1666,1940,1203.55,9944.53,12.6607,8.26264,1,Yes
928,407,1843,252.106,2067.26,2.67595,8.19995,4,Yes
929,1072,1752,403.315,3633.42,4.30926,9.00888,2,Yes
930,1476,1494,2098.6,15741.5,24.2509,7.50096,1,Yes
931,535,1406,1904.38,15854,17.4354,8.32502,3,Yes
932,1327,1780,1389.61,7859.19,9.5576,5.65569,4,Yes
933,39,1917,2058.56,10682.7,21.2335,5.18943,4,Yes
934,294,1510,984.607,7920.47,9.81816,8.04429,3,Yes
935,1788,1448,520.22,6190.28,11.8926,11.8994,1,Yes
936,780,1338,822.446,6517.59,10.548,7.92464,5,Yes
937,1803,1367,786.055,5048.1,5.8506,6.42206,4,Yes
938,1704,1425,43.0999,735.619,0.872751,17.0678,4,Yes
939,1586,1556,380.914,3839.12,6.70419,10.0787,5,Yes
940,1644,1710,44.2999,853.911,1.28088,19.2757,4,Yes
941,1752,1404,1089.18,5422.01,9.47697,4.97806,1,Yes
942,627,106,1632.25,15037.5,22.9475,9.21278,4,Yes
943,1733,1490,401.015,3749.28,4.45395,9.34947,4,Yes
944,1903,1022,543.514,3873.81,5.16842,7.12735,4,Yes
945,1703,1596,1194.76,6893.56,11.9344,5.76985,5,Yes
946,1699,1578,1955.07,12914.4,16.3241,6.60558,3,Yes
947,1734,1564,429.217,4672.63,7.18695,10.8864,2,Yes
948,1466,1605,997.304,7930.4,15.3183,7.95184,3,Yes
949,1856,1203,1139.27,7621.33,13.404,6.68967,1,Yes
950,1670,1229,377.314,2697.85,5.13713,7.15015,2,Yes
951,1017,610,474.92,4102.8,5.2399,8.63893,2,Yes
952,403,1670,1132.77,9960.32,18.0538,8.79288,5,Yes
953,47,1678,538.516,3945.52,5.2442,7.32666,3,Yes
954,690,1448,1206.25,11344.6,19.1641,9.40481,5,Yes
955,17,1113,435.017,2287.01,4.16538,5.25728,4,Yes
956,397,1608,690.878,6902.14,10.3087,9.99038,1,Yes
957,1510,1731,309.01,3889.83,5.3393,12.5881,2,Yes
958,1800,1639,1177.86,6762.57,9.09104,5.74141,3,Yes
959,1126,1605,281.908,3408.21,3.98348,12.0898,5,Yes
960,1678,1790,1208.45,4857.66,9.10626,4.01973,2,Yes
961,1104,1480,417.916,3844.12,7.43264,9.1983,2,Yes
962,1571,821,616.896,4282.32,5.98325,6.94171,5,Yes
963,1530,407,450.018,4466.67,5.61398,9.92552,2,Yes
964,28,1746,658.586,5179.28,9.7509,7.86424,2,Yes
965,45,17,193.203,1478.66,2.93414,7.65339,4,Yes
966,1244,1786,1256.24,7581.79,14.7244,6.0353,2,Yes
967,509,1928,1672.74,14193.1,21.8416,8.48495,5,Yes
968,1351,1635,1160.76,4950.54,7.90483,4.2649,5,Yes
969,1332,1749,124.799,1460.43,2.35601,11.7023,4,Yes
970,1594,1410,1140.37,4718.45,7.42846,4.13765,2,Yes
971,850,1233,1821.7,16202.2,27.228,8.89396,5,Yes
972,1632,75,1047.09,4738.03,7.69827,4.52494,2,Yes
973,1764,1466,1862.19,12377.8,13.0467,6.64691,3,Yes
974,1340,1498,482.72,4535.61,6.91775,9.39594,5,Yes
975,1541,576,1656.74,9818.16,11.0957,5.92619,5,Yes
976,1550,1485,79.4994,1529.35,2.52669,19.2373,4,Yes
977,102,94,165.801,1699.73,2.27954,10.2516,2,Yes
978,1737,1429,323.411,4780.27,7.16464,14.7808,2,Yes
979,987,1488,521.12,4901.84,7.72114,9.40636,1,Yes
980,1077,1687,524.419,5029.22,7.88401,9.59009,2,Yes
981,392,1706,608.199,5400.12,8.84882,8.87888,3,Yes
982,118,55,1197.85,9577.32,15.9054,7.9954,1,Yes
983,1241,1247,975.809,3492.04,3.96481,3.57861,4,Yes
984,1783,61,730.069,6762.66,10.7589,9.26305,4,Yes
985,1368,1820,396.415,2277.92,3.6593,5.7463,2,Yes
986,1679,1935,1721.13,6429.68,7.35158,3.73574,2,Yes
987,1463,1440,782.156,9351.29,15.7051,11.9558,5,Yes
988,1439,1423,157,2787.03,4.82078,17.7518,4,Yes
989,1666,1004,596.701,4171,4.54929,6.99009,5,Yes
990,111,1356,1061.69,3642.21,3.92845,3.43059,3,Yes
991,1935,1867,328.111,3475.56,6.78826,10.5926,5,Yes
992,397,1745,662.785,5559.49,7.51051,8.38806,3,Yes
993,1405,1589,2153.15,13458.1,23.0913,6.25044,5,Yes
994,1597,1631,82.8993,1462.3,1.77817,17.6395,4,Yes
995,346,1334,964.112,7089.13,9.52896,7.35302,2,Yes
996,1554,1544,42.1999,560.181,0.799329,13.2744,5,Yes
997,1151,1870,2374.37,13638.8,27.0677,5.74419,5,Yes
998,1754,1721,65.5996,1198.74,1.2154,18.2735,2,Yes
999,1719,927,2075.47,12475.3,18.323,6.01083,5,Yes
