Vehicle ID,Origin,Destination,Travel Time,Distance,Emissions,Avg Speed,Passengers,Completed
419,267,43,1257.94,9706.1,15.598,7.71587,5,Yes
420,1301,1676,478.62,4314.59,6.20191,9.01464,5,Yes
421,1045,1856,284.508,2670.02,4.65851,9.38468,2,Yes
422,923,1734,1245.64,8333.19,13.7552,6.68987,3,Yes
423,1404,1436,827.945,3346.22,3.82945,4.0416,4,Yes
424,407,1936,354.412,3144.05,3.55343,8.87116,3,Yes
425,1628,78,881.532,3272.07,3.48039,3.7118,5,Yes
426,709,1696,1699.63,15214.7,18.6196,8.95174,5,Yes
427,19,1410,365.813,1840.93,2.5858,5.03244,4,Yes
428,1823,1438,456.819,2463.07,2.72707,5.3918,3,Yes
429,1357,721,481.42,2545.12,4.74559,5.28669,1,Yes
430,1455,1841,973.809,7324.92,11.5599,7.52192,2,Yes
431,41,1784,1212.05,8407.53,13.4627,6.93661,1,Yes
432,1808,1808,13.2,214.2,0.385441,16.2272,1,Yes
433,1542,496,1348.02,10409.5,13.3091,7.72209,1,Yes
434,1737,475,705.975,7359.58,8.30418,10.4247,1,Yes
435,1803,1737,1462.19,9532.79,12.9414,6.51953,2,Yes
436,1385,1513,103.699,1785.84,2.49455,17.2214,5,Yes
437,1632,1938,54.0997,913.929,1.1374,16.8934,3,Yes
438,1797,1490,992.905,8686.47,9.79076,8.74855,3,Yes
439,1855,1710,370.313,5046.88,5.65234,13.6287,4,Yes
440,454,501,36.4,180.4,0.212799,4.95604,4,Yes
441,1489,1618,1926.38,9339.62,12.0016,4.84828,5,Yes
442,202,1723,911.924,5163.05,9.14167,5.66171,5,Yes
443,1747,1744,1711.73,7398.74,12.862,4.32238,5,Yes
444,1333,1842,420.316,6141.55,9.23358,14.6117,2,Yes
445,1374,1750,166.101,1654.15,2.89268,9.95868,2,Yes
446,1362,843,938.818,9419.94,11.1663,10.0338,5,Yes
447,1629,1392,85.1993,1516.73,2.19264,17.8021,4,Yes
448,1620,1679,1250.54,7607.41,9.43775,6.08329,2,Yes
449,1611,1435,1079.88,9444.76,13.8725,8.74609,2,Yes
450,1318,1487,819.647,7540.55,8.67575,9.19975,4,Yes
451,1686,344,913.324,8210.52,10.9808,8.98972,1,Yes
452,660,1541,1038.99,9691.56,9.92603,9.32784,4,Yes
453,1444,1481,117.199,2240.26,2.90147,19.115,4,Yes
454,1828,340,1080.08,9635.01,12.4348,8.92062,3,Yes
455,1852,692,1527.77,9595.75,11.6719,6.28087,4,Yes
456,1616,200,904.726,7688.11,9.43199,8.49772,2,Yes
457,1074,1385,1861.49,10503.8,11.622,5.64266,2,Yes
458,956,1712,1802.91,12518.9,15.0231,6.94371,2,Yes
459,377,1809,1588.76,5316.35,6.63406,3.34623,1,Yes
460,1687,1417,142.399,2261.64,2.36157,15.8824,4,Yes
461,1596,28,171.101,2606.81,3.31018,15.2355,3,Yes
462,478,1588,738.967,7089.67,9.11782,9.59403,2,Yes
463,1718,407,312.21,4532.19,5.33338,14.5165,4,Yes
464,139,1478,695.477,5677.89,7.21783,8.16402,5,Yes
465,655,1360,1583.56,11603.3,11.6819,7.32738,1,Yes
466,630,1130,1350.72,13088.7,21.2041,9.6902,1,Yes
467,581,110,1786.61,15523.6,21.551,8.68887,4,Yes
468,1708,463,1763.12,12125.3,18.1923,6.87722,2,Yes
469,1595,1940,60.1997,1058.03,1.10429,17.5753,4,Yes
470,1512,1713,1249.34,9504.8,17.4447,7.60784,3,Yes
471,1473,1721,1012.6,8962.24,10.8492,8.85072,2,Yes
472,1635,251,507.822,6242.98,8.56243,12.2936,1,Yes
473,1631,861,2410.1,17286.7,30.2349,7.1726,1,Yes
474,1809,1765,1330.22,10197.3,11.5546,7.66584,5,Yes
475,1778,1638,149.5,2269.71,2.47951,15.182,3,Yes
476,1820,1404,309.31,2797.48,2.93638,9.04426,3,Yes
477,1692,1009,2000.66,12382,18.7057,6.18896,3,Yes
478,1480,1361,98.3991,1971.71,2.41708,20.0379,5,Yes
479,165,1793,1294.03,5398.83,7.04222,4.1721,2,Yes
480,1737,1032,511.422,4076.76,7.62401,7.97142,2,Yes
481,253,1462,964.312,5491.9,10.1613,5.69515,3,Yes
482,1546,1504,749.364,4338.16,7.4548,5.78913,3,Yes
483,1034,50,1360.71,11147.6,13.9748,8.19248,4,Yes
484,1867,523,1015.9,9586.48,13.8912,9.43645,2,Yes
485,1688,1724,1793.71,12629.4,23.8449,7.04094,5,Yes
486,96,574,1992.66,14704.2,21.5481,7.37916,2,Yes
487,1423,1682,1600.86,9364.2,15.4565,5.84949,1,Yes
488,1673,1792,261.907,3639.74,3.97215,13.8971,2,Yes
489,397,1661,200.903,2960.28,4.64461,14.7349,1,Yes
490,1040,1940,1339.72,11912.7,12.9552,8.89192,2,Yes
491,1511,419,883.131,7814.38,9.99812,8.84849,4,Yes
492,1431,1674,123.199,1513.85,2.04885,12.2879,2,Yes
493,1869,1929,694.877,8244.23,12.4753,11.8643,4,Yes
494,1733,1613,365.013,3104.5,4.54341,8.50517,5,Yes
495,1168,1349,2144.84,11891.5,13.4808,5.54423,1,Yes
496,1327,558,2015.06,11310.3,21.1599,5.61289,2,Yes
497,1665,71,1023.3,8909.8,11.1052,8.70696,4,Yes
498,1467,1916,169.001,1354.17,2.46519,8.01276,4,Yes
499,1527,1168,248.106,2485.34,3.77593,10.0172,1,Yes
500,206,1419,1334.72,11693.6,16.3218,8.76111,2,Yes
501,422,76,790.454,7393.03,13.7618,9.35289,5,Yes
502,1328,971,1157.06,10573.4,16.8298,9.13814,1,Yes
503,1827,55,29.7001,493.625,0.682238,16.6203,4,Yes
504,1527,1402,1760.52,10398.9,15.184,5.90673,3,Yes
505,1621,1364,1168.36,5389.64,10.2544,4.61299,3,Yes
506,1916,90,1268.74,11603.8,17.1445,9.14597,5,Yes
507,1863,109,1060.49,7704.34,12.5844,7.2649,4,Yes
508,1341,1932,1124.87,7673.87,9.60999,6.822,1,Yes
509,1395,1803,133.599,2310.75,3.55122,17.2962,5,Yes
510,1405,1671,224.304,3097.09,3.74156,13.8075,3,Yes
511,1450,1530,101.999,1749.25,2.23889,17.1497,1,Yes
512,975,42,1444.99,14801.7,16.5534,10.2434,4,Yes
513,1519,1898,2632.52,17253.6,19.28,6.55403,2,Yes
514,86,1566,1911.18,10425.5,12.4609,5.455,4,Yes
515,1524,1390,875.433,6252.13,10.2699,7.14175,2,Yes
516,1326,1407,62.3996,1179.63,1.46326,18.9045,3,Yes
517,100,1340,1507.88,7604.43,9.05842,5.04313,1,Yes
518,260,841,1256.84,9296.85,13.3821,7.397,1,Yes
519,315,1036,1939.57,7381.8,13.8322,3.80589,1,Yes
520,1527,1338,1400.71,5945.09,11.7905,4.24436,4,Yes
521,15,155,1154.77,9798.68,13.1129,8.48543,1,Yes
522,1803,825,2452.94,16315.4,32.2643,6.65136,3,Yes
523,1686,1598,1324.22,13964.9,27.0394,10.5458,4,Yes
524,1018,1670,1270.24,11469.2,17.7098,9.0292,1,Yes
525,1859,1825,524.519,5998.46,8.86565,11.4361,1,Yes
526,1522,641,1840.1,11423.3,11.4513,6.20801,3,Yes
527,1384,608,406.016,2875.36,3.11892,7.0819,2,Yes
528,1346,1586,552.412,5268.96,5.65022,9.53809,5,Yes
529,711,1291,1308.23,12935.5,14.0527,9.88783,5,Yes
530,1733,1491,397.215,3539.41,4.11929,8.91056,4,Yes
531,1471,302,466.019,4236.36,6.64229,9.09052,1,Yes
532,1565,1692,1030.4,5968,7.10526,5.79195,5,Yes
533,71,1339,1776.31,9056.48,15.8394,5.09847,3,Yes
534,1440,136,758.862,7513.05,10.4384,9.90042,3,Yes
535,1365,1533,495.621,3626.31,4.61216,7.3167,4,Yes
536,1661,1602,850.239,6353.85,9.92563,7.47301,2,Yes
537,1289,1565,401.715,3420.56,4.20099,8.51489,4,Yes
538,1577,1723,198.503,1808.47,2.27512,9.11056,2,Yes
539,1462,1459,312.21,2348.55,3.562,7.52235,5,Yes
540,1487,1517,718.572,8261.19,13.2025,11.4967,1,Yes
541,1231,1819,831.244,2605.08,3.14471,3.13395,5,Yes
542,1217,1481,595.402,3905.52,6.90577,6.55947,3,Yes
543,1750,1666,222.004,3668.96,4.06165,16.5265,4,Yes
544,730,999,430.117,3861.12,5.11713,8.9769,4,Yes
545,1799,1803,1059.29,5518.18,7.87146,5.20933,3,Yes
546,32,419,710.674,6976.38,8.65249,9.81657,5,Yes
547,1477,427,248.306,3957.41,6.6624,15.9376,5,Yes
548,853,1376,739.466,3950.89,7.31197,5.3429,4,Yes
549,1465,1308,1263.14,10478.7,13.1631,8.2958,5,Yes
550,1478,61,361.313,3558.22,3.80712,9.84803,3,Yes
551,1490,864,473.02,2553.14,2.81923,5.39753,4,Yes
552,1429,1700,1106.28,6194.73,10.5133,5.59962,3,Yes
553,1942,708,2065.66,14994.4,17.8532,7.25885,5,Yes
554,191,1448,1008.3,8025.88,10.5577,7.95981,2,Yes
555,1566,1589,99.6991,1619.59,2.34423,16.2448,4,Yes
556,993,1719,1025.9,7402.28,14.051,7.21542,1,Yes
557,1762,1817,1930.28,14885.8,20.872,7.71173,2,Yes
558,1386,78,911.025,10222.4,15.6708,11.2208,3,Yes
559,1698,1439,980.908,4701.3,6.12366,4.7928,1,Yes
560,1772,1732,1560.87,6302.22,11.8463,4.03764,3,Yes
561,66,773,2527.61,14923,15.4973,5.904,5,Yes
562,1728,1868,845.841,6654.44,11.1682,7.86725,1,Yes
563,1760,1777,140.899,2532.32,4.69174,17.9725,3,Yes
564,142,1707,760.461,6310.21,11.3165,8.29787,2,Yes
565,1754,309,436.417,5429.97,5.65007,12.4421,2,Yes
566,99,1582,1551.67,6737.73,10.4043,4.34225,1,Yes
567,1694,336,1426.6,11514.7,12.0169,8.07142,2,Yes
568,1822,1450,365.313,2404.37,3.1652,6.58168,5,Yes
569,1469,713,614.597,6151.63,7.91622,10.0092,3,Yes
570,1747,1759,97.8991,1638.94,2.70665,16.7412,1,Yes
571,1532,320,878.433,8492.04,16.5798,9.66726,2,Yes
572,1451,1626,507.522,3944.83,7.37035,7.77272,5,Yes
573,1646,1474,1313.93,10516.9,12.4285,8.0042,4,Yes
574,1708,1477,278.208,2512.33,4.76065,9.03042,4,Yes
575,1652,1427,86.0993,1204.94,2.32673,13.9947,5,Yes
576,1736,1152,1075.78,8592.21,12.0826,7.98692,1,Yes
577,419,1685,682.48,6806.97,11.8377,9.97387,1,Yes
578,1052,1729,194.703,1414.59,2.7366,7.26537,4,Yes
579,1880,1479,1589.16,11430.7,12.9868,7.19295,4,Yes
580,583,1660,708.574,5780.84,8.51968,8.15841,3,Yes
581,1524,1596,872.334,6694.66,7.60234,7.67442,3,Yes
582,1005,1677,822.446,5909.78,5.93031,7.18561,5,Yes
583,1322,1412,312.91,1497.42,2.15462,4.78546,2,Yes
584,19,1101,373.614,2325.18,2.54481,6.22349,2,Yes
585,1752,1730,914.624,6883.88,10.5399,7.52646,4,Yes
586,1253,1544,458.819,3104.77,3.89255,6.76687,1,Yes
587,39,86,137.599,828.325,0.933043,6.01984,3,Yes
588,1937,1752,77.3994,1034.11,1.47064,13.3607,5,Yes
589,1761,1592,1105.88,7169.1,7.77074,6.48273,4,Yes
590,112,251,1555.17,10732.3,18.2341,6.90103,3,Yes
591,1368,308,782.856,6749.43,9.35872,8.62155,1,Yes
592,1763,1828,330.511,3545.69,4.30167,10.7279,2,Yes
593,1479,503,1997.96,11086.2,11.649,5.54874,4,Yes
594,908,1641,1430.7,12165.8,23.8831,8.50341,2,Yes
595,1336,1405,1201.15,12360.4,16.6991,10.2905,5,Yes
596,1171,12,162.001,980.622,1.40841,6.0532,5,Yes
597,47,398,746.365,7461.19,8.20996,9.99671,2,Yes
598,1435,1811,587.604,4705.75,5.61827,8.00838,3,Yes
599,1441,1727,1325.22,7393.03,11.4377,5.57871,4,Yes
600,1793,1189,917.423,7848.28,10.3288,8.5547,2,Yes
601,1513,1616,62.9996,1046.92,1.53901,16.6179,5,Yes
602,1783,247,437.217,4117.57,6.22828,9.41768,4,Yes
603,1546,1936,849.44,5392.79,6.15203,6.34864,5,Yes
604,1537,1575,1054.29,4619.79,5.62615,4.3819,2,Yes
605,1325,1687,280.008,3259.05,3.31704,11.6391,5,Yes
606,1553,127,905.826,7531.29,12.8076,8.31428,2,Yes
607,1354,1029,1674.74,10844.4,14.8584,6.47526,2,Yes
608,1809,15,1109.08,8900.14,10.9633,8.02483,1,Yes
609,1371,1578,1483.88,8132.88,15.4355,5.48081,5,Yes
610,950,1715,1285.53,10808.4,15.7337,8.40772,1,Yes
611,1938,1027,1314.73,6832.78,7.98689,5.19711,5,Yes
612,1709,106,746.165,4537.04,8.04313,6.08047,4,Yes
613,1520,66,165.301,1778.61,2.54992,10.7598,5,Yes
614,870,1690,1844.4,17796.3,24.953,9.64886,2,Yes
615,1489,1935,881.632,6742.55,10.7109,7.64781,5,Yes
616,1632,1816,1731.62,8199.76,15.6988,4.7353,3,Yes
617,68,567,2051.25,14664,21.2169,7.14881,3,Yes
618,1578,1463,11,131.625,0.197183,11.9659,3,Yes
619,1810,13,1132.27,8238.8,10.9784,7.27635,2,Yes
620,1761,1433,152.6,1776.01,2.69646,11.6384,2,Yes
621,1794,658,436.017,4391.3,6.21908,10.0714,3,Yes
622,1810,1520,1110.08,9238.67,13.3879,8.32256,4,Yes
623,1724,1461,29.0001,565.175,0.85452,19.4887,2,Yes
624,1158,1640,1193.96,4486.64,5.53914,3.7578,4,Yes
625,1478,1197,464.419,3778.5,4.38995,8.13596,5,Yes
626,73,403,1114.77,8671.9,16.7273,7.77906,4,Yes
627,1538,197,235.705,3810.73,4.84595,16.1674,5,Yes
628,78,1915,2007.66,9811.75,16.4381,4.88716,2,Yes
629,1649,1499,1745.32,12694.9,12.9113,7.27369,1,Yes
630,934,1870,222.804,1017.38,1.38076,4.56627,4,Yes
631,1786,1395,1225.75,11572.9,13.4162,9.44152,2,Yes
632,1879,1465,504.122,3713.52,6.87992,7.36631,2,Yes
633,1052,1086,1207.25,9086.12,18.0985,7.52628,4,Yes
634,1615,15,1463.39,13129.9,19.2307,8.97223,1,Yes
635,1550,1362,197.403,2754.97,3.91624,13.9561,4,Yes
636,100,1420,306.71,3230.75,3.48015,10.5336,5,Yes
637,1638,1660,1657.34,6045.47,9.01939,3.64769,5,Yes
638,1669,1778,963.812,5000.74,8.71603,5.18851,2,Yes
639,1427,1394,1114.08,7261.42,7.90896,6.51789,5,Yes
640,1593,390,1340.02,10135.3,10.2887,7.56357,2,Yes
641,41,1212,545.114,3346.33,5.24739,6.13877,2,Yes
642,1561,1688,1169.76,7022.2,10.1916,6.0031,2,Yes
643,1443,1185,236.005,2248.29,3.42754,9.52645,3,Yes
644,1037,1639,790.854,7173.87,10.0655,9.07105,4,Yes
645,1070,108,557.511,3177.83,5.5738,5.70004,4,Yes
646,1758,1374,119.799,2073.08,2.39741,17.3047,5,Yes
647,1438,100,158.5,1543.03,1.91718,9.73515,4,Yes
648,1760,1350,946.116,5873.47,7.44739,6.20798,5,Yes
649,43,1595,131.899,1908.76,3.57506,14.4714,4,Yes
650,1666,1484,488.621,5339.07,7.08396,10.9268,1,Yes
651,332,1664,1448.59,4763.01,4.8059,3.28802,2,Yes
652,1415,363,1256.64,11516.1,13.8924,9.16422,4,Yes
653,1101,1685,1785.21,10542.4,16.6535,5.90544,1,Yes
654,1233,1739,1248.04,9150.83,16.1174,7.33215,3,Yes
655,1682,1433,925.421,7436.45,8.96727,8.03575,4,Yes
656,1789,1424,399.915,5080.31,5.3159,12.7035,3,Yes
657,1001,1811,385.614,3834.98,6.96115,9.94511,2,Yes
658,390,1846,484.22,4221.54,5.27988,8.71822,3,Yes
659,1637,1772,30.9001,505.025,0.842552,16.3438,1,Yes
660,1865,50,1043.89,7222.52,8.19154,6.91884,4,Yes
661,1615,1855,878.333,5636.79,7.72747,6.4176,3,Yes
662,333,1777,958.713,6967.59,13.2481,7.26765,4,Yes
663,1763,1443,1210.55,6029.83,10.4241,4.98106,2,Yes
664,1762,1410,1105.68,5142.45,7.01081,4.65095,3,Yes
665,1677,15,919.423,5048.99,9.99773,5.49148,5,Yes
666,1465,891,665.685,4672.82,9.02242,7.01958,5,Yes
667,58,1563,978.208,4510.64,6.49,4.61113,2,Yes
668,423,1749,488.921,4551,5.51961,9.30827,5,Yes
669,1734,1348,528.918,5990.71,7.12838,11.3263,3,Yes
670,518,1504,1906.68,15046.9,24.6512,7.89169,4,Yes
671,1465,55,1295.13,11348,20.5038,8.76203,5,Yes
672,1826,1590,1479.89,11369.8,21.6637,7.68286,2,Yes
673,420,1648,674.382,8197.11,9.96854,12.155,3,Yes
674,1417,111,156.1,2278.97,2.5386,14.5994,2,Yes
675,1430,1557,32.4001,603.031,1.20002,18.612,5,Yes
676,1363,1366,124.699,2371.29,3.91231,19.0162,1,Yes
677,1331,1735,617.996,5727.22,8.14684,9.26741,5,Yes
678,1433,1270,560.51,4528.95,6.34948,8.08004,5,Yes
679,37,1827,165.101,1055.18,1.53663,6.39112,3,Yes
680,1455,1534,311.01,3356.37,4.60723,10.7919,3,Yes
681,1795,1339,1253.74,4864.37,6.22599,3.87988,3,Yes
682,1593,1552,1055.59,5978.61,11.4102,5.66376,2,Yes
683,1629,1517,2199.59,15248.7,17.153,6.93249,2,Yes
684,1867,1536,211.504,4137.31,6.81721,19.5614,2,Yes
685,1011,809,843.741,5335.85,7.43101,6.32404,4,Yes
686,24,1756,557.911,4669.89,6.78958,8.37032,4,Yes
687,1751,922,1379.01,11035.2,18.11,8.00228,3,Yes
688,1385,1780,203.603,2461.25,3.17371,12.0885,3,Yes
689,1687,1057,1877.79,13118.4,21.723,6.98607,4,Yes
690,1097,986,2041.55,10548.6,18.6208,5.16697,4,Yes
691,1648,1330,301.509,3558.59,3.84258,11.8026,2,Yes
692,1398,1670,1072.59,7544.47,7.65797,7.03391,2,Yes
693,423,1665,477.72,3444.38,3.84917,7.21005,5,Yes
694,1164,1607,1863.89,11869.4,16.1927,6.3681,4,Yes
695,1627,1801,110.999,1623.13,1.94208,14.6229,1,Yes
696,1598,1459,1971.67,14093.5,20.2093,7.14802,1,Yes
697,1855,990,140.699,2436.01,3.25171,17.3135,3,Yes
698,1723,1649,1124.87,9916.7,14.61,8.81585,1,Yes
699,1752,34,872.934,4593.94,6.94943,5.26264,4,Yes
700,1089,1856,771.359,5910.75,9.84192,7.66277,4,Yes
701,1397,1332,189.202,3894.79,4.91407,20.5853,4,Yes
702,1652,1555,82.7993,1104.98,2.07023,13.3453,5,Yes
703,1338,1581,108.299,1661.46,2.87175,15.3414,2,Yes
704,112,1376,1852.59,12529.4,15.3369,6.76317,3,Yes
705,564,1830,1582.56,13116,16.1835,8.28782,3,Yes
706,1618,1376,28.4001,446.765,0.78183,15.7311,2,Yes
707,1519,1534,890.63,3689.73,5.93773,4.14283,5,Yes
708,80,1405,267.107,1655.26,2.52872,6.19698,4,Yes
709,71,1186,678.981,3410.39,5.16784,5.02281,1,Yes
710,53,45,558.511,1755.04,3.2146,3.14235,4,Yes
711,1775,1329,40.6,771.717,1.29071,19.0078,5,Yes
712,1078,1786,1466.99,6723.32,11.366,4.58307,1,Yes
713,1207,1491,1901.08,13532.4,22.669,7.11824,3,Yes
714,1631,194,1791.51,12415.3,13.4005,6.93007,5,Yes
715,1392,1750,1289.43,7738.41,12.9312,6.00141,1,Yes
716,1866,1807,284.208,5168.59,9.00606,18.1859,2,Yes
717,74,1910,2348.94,15121.9,16.9609,6.43773,2,Yes
718,1581,113,1100.98,8864.51,14.3508,8.05149,4,Yes
719,1373,45,140.099,2042.23,3.13596,14.577,2,Yes
720,1126,422,767.16,7354.31,13.4812,9.58642,1,Yes
721,997,335,906.526,6985.35,11.2704,7.70563,2,Yes
722,674,1631,1879.49,16732.9,27.5079,8.90288,3,Yes
723,390,1382,205.203,1636.29,2.21806,7.97398,3,Yes
724,1579,1376,574.107,5221.48,7.30169,9.09497,2,Yes
725,95,588,2033.95,15618.5,22.1993,7.67889,4,Yes
726,1276,626,2610.5,14449.5,23.9643,5.53515,1,Yes
727,1651,111,511.522,3418.91,4.72783,6.68379,2,Yes
728,1565,1539,154.7,1800.77,2.67573,11.6404,2,Yes
729,1364,1645,119.899,2394.44,3.48376,19.9705,2,Yes
730,1177,1748,1068.49,4828.64,6.08287,4.51914,4,Yes
731,1567,1508,1272.64,12563.9,19.767,9.87233,3,Yes
732,1439,1827,592.402,3752.56,3.90566,6.33448,5,Yes
733,1565,1741,684.98,4300.81,6.25582,6.27874,1,Yes
734,1657,1765,842.741,4593.99,8.92866,5.45125,2,Yes
735,981,1067,1136.87,9012.03,17.5086,7.92705,4,Yes
736,1857,1599,183.302,3656.2,4.4943,19.9463,1,Yes
737,68,1725,1644.05,10516.8,15.3976,6.39692,2,Yes
738,1560,975,1102.18,10701.9,15.2469,9.70973,5,Yes
739,1625,1756,1004.1,6667.39,12.5086,6.64015,4,Yes
740,1830,1942,446.018,2609.82,2.76834,5.85137,5,Yes
741,1904,1395,2152.45,18468.5,28.0801,8.58023,1,Yes
742,1492,801,672.983,2387.43,4.01881,3.54754,1,Yes
743,1233,1477,1232.35,5800.98,7.26456,4.70726,3,Yes
744,1687,61,872.134,4506.63,6.74649,5.16736,5,Yes
745,495,1708,1214.65,11997.7,20.6229,9.87752,3,Yes
746,1013,1825,957.613,7797.49,12.7518,8.14263,1,Yes
747,1610,1623,1567.06,15067.3,24.7666,9.61498,4,Yes
748,1462,1552,805.35,7088.83,11.9622,8.80217,3,Yes
749,1939,1401,10.9,119.425,0.160193,10.9564,2,Yes
750,59,1664,1360.81,7854.43,12.933,5.77186,2,Yes
751,1005,1641,970.31,7071.72,8.58308,7.28811,1,Yes
752,382,507,699.976,6980.79,9.12643,9.9729,1,Yes
753,1411,1489,232.305,3796.7,3.8662,16.3436,3,Yes
754,1732,1439,861.237,7980.89,9.92253,9.26677,1,Yes
755,1918,1730,122.599,957.911,1.12058,7.81338,2,Yes
756,1706,1759,29.5001,487.855,0.940437,16.5374,5,Yes
757,1339,1828,1102.48,8995.85,11.2365,8.15967,2,Yes
758,1505,1578,2088.89,12586.7,20.6373,6.02554,4,Yes
759,1576,59,1089.48,8176.59,10.442,7.50504,4,Yes
760,1730,1487,1124.77,6386.26,12.4958,5.67782,1,Yes
761,1810,1551,570.808,6061.83,6.28676,10.6197,5,Yes
762,1230,382,1098.28,7641.37,12.9741,6.95758,2,Yes
763,105,1448,314.01,2271.64,3.11229,7.2343,1,Yes
764,323,1813,548.613,3907.74,4.65036,7.12294,1,Yes
765,1734,1691,1322.82,10876.5,18.9784,8.22222,1,Yes
766,408,1365,400.815,4603.67,5.03394,11.4858,1,Yes
767,1502,1409,887.93,3482.95,6.49944,3.92255,1,Yes
768,1539,1448,217.604,3344.68,3.52172,15.3705,5,Yes
769,1499,1751,1080.98,7960.98,11.5007,7.36457,5,Yes
770,383,1487,127.099,2533.25,4.33458,19.9314,3,Yes
771,1917,423,898.828,5624.77,8.77779,6.2579,3,Yes
772,23,1129,450.918,2840.63,2.98006,6.29966,2,Yes
773,1736,1411,547.113,6758.21,10.2447,12.3525,4,Yes
774,1597,1498,2152.85,15002,16.6432,6.96843,3,Yes
775,1620,395,1485.88,10342.8,13.8887,6.96071,2,Yes
776,1386,1287,1370.81,11097.1,12.526,8.09525,1,Yes
777,1768,1939,2052.45,13963.7,21.8644,6.80342,2,Yes
778,1749,1369,101.499,1669.92,1.70404,16.4526,5,Yes
779,1616,1749,885.631,7748.86,13.5719,8.74954,2,Yes
780,86,86,10.4,129.075,0.225381,12.4111,1,Yes
781,1394,1561,1346.62,7204.19,7.45292,5.34984,5,Yes
782,154,1040,1624.65,6646.93,10.1567,4.0913,1,Yes
783,1811,1514,646.789,6200.02,9.32462,9.58584,4,Yes
784,661,92,1542.27,14424.5,15.3474,9.35277,4,Yes
785,1013,1656,854.138,6536.07,9.03451,7.65224,4,Yes
786,1477,1630,1121.77,6930.26,13.3919,6.17796,5,Yes
787,1611,796,549.013,2109.98,2.65921,3.84322,2,Yes
788,1110,26,459.219,2465.66,4.52157,5.36926,4,Yes
789,1016,403,407.016,4195.91,7.16278,10.309,5,Yes
790,1532,1651,44.0999,695.085,1.38038,15.7616,1,Yes
791,101,1792,1236.05,7110.13,13.547,5.75232,4,Yes
792,1794,1862,990.705,4347.99,8.37612,4.38878,2,Yes
793,1793,1168,655.687,7575.2,12.4829,11.5531,4,Yes
794,1327,1490,1488.58,9377.56,11.1644,6.29965,3,Yes
795,1368,994,1519.68,7604.65,14.7683,5.00413,4,Yes
796,1710,1624,777.957,4830,8.80094,6.20857,4,Yes
797,1790,1515,550.213,6373.07,11.7492,11.5829,1,Yes
798,1516,1041,289.608,3631.6,4.72391,12.5397,5,Yes
799,884,1857,1220.75,8493.81,10.3128,6.95786,5,Yes
800,390,1677,125.799,3121.38,6.02794,24.8125,3,Yes
801,1724,1441,625.194,7676.51,8.84729,12.2786,5,Yes
802,1629,1781,1978.66,13161.7,16.8595,6.65182,4,Yes
803,1733,1733,10.7,114.637,0.189019,10.7138,5,Yes
804,1649,1624,553.812,3997.09,5.14686,7.21742,1,Yes
805,1362,1494,1059.59,8675.14,16.8969,8.18727,1,Yes
806,9,1539,739.866,5379.47,5.93913,7.27087,1,Yes
807,63,383,1306.33,5774.11,6.68565,4.42011,1,Yes
808,1324,835,2311.7,14672.4,16.6747,6.34699,4,Yes
809,1718,1723,703.875,6140.61,8.95137,8.724,1,Yes
810,1351,1545,844.641,4082.41,6.01356,4.83331,3,Yes
811,1834,1545,774.458,6923.99,9.32367,8.94043,3,Yes
812,830,1653,1588.06,12258.7,19.9101,7.71929,5,Yes
813,1434,1338,933.519,4947,8.83518,5.2993,3,Yes
814,1786,1643,573.007,6179.71,12.079,10.7847,3,Yes
815,1613,1432,1386.11,12142,19.0645,8.75978,4,Yes
816,1307,1819,372.214,1464.46,2.31663,3.93447,1,Yes
817,1519,1335,1990.86,13660.8,18.1369,6.86175,1,Yes
818,23,1466,1934.67,10753.3,19.5992,5.5582,3,Yes
819,1738,1734,114.399,1835.7,2.1716,16.0465,4,Yes
820,1823,1376,1807.91,11444,12.5166,6.33,4,Yes
821,1426,1864,621.595,4957.44,8.80484,7.97535,1,Yes
822,1796,1348,1592.96,9532.58,16.6408,5.9842,4,Yes
823,21,1447,459.419,2172.38,3.42531,4.72853,3,Yes
824,416,1721,284.208,4900.39,7.35063,17.2423,3,Yes
825,1713,1418,884.231,6237.11,7.30051,7.05371,3,Yes
826,1255,1756,677.682,4889.09,9.45157,7.21444,2,Yes
827,1553,1454,98.1991,1468.26,1.52733,14.9519,5,Yes
828,1456,1691,1069.79,6576.97,11.947,6.14793,4,Yes
829,932,47,1910.08,14874.5,20.7212,7.78735,2,Yes
830,1395,1525,1296.93,7065.6,8.95207,5.44794,2,Yes
831,811,1441,1538.87,13487,20.3345,8.76423,1,Yes
832,1111,1866,695.577,6479.84,11.1235,9.31578,3,Yes
833,400,811,1098.88,9762.21,16.0462,8.88379,5,Yes
834,1776,1277,316.01,2547.97,2.92363,8.06295,3,Yes
835,688,1620,1847.5,16777,29.3056,9.08094,1,Yes
836,750,1907,82.5993,343.25,0.349908,4.1556,5,Yes
837,1781,1003,151.6,1304.33,2.48546,8.60376,1,Yes
838,1405,1590,1923.98,13924,17.7758,7.23707,1,Yes
839,1437,1380,1585.26,6074.36,10.8942,3.83178,1,Yes
840,1604,1425,10.6,101.317,0.148426,9.5582,3,Yes
841,298,112,1134.87,9888.56,16.6571,8.71338,1,Yes
842,1467,1430,989.705,7657.74,11.588,7.73739,1,Yes
843,45,1460,1562.97,7829.06,10.3583,5.00911,3,Yes
