Road ID,Length,Capacity,Vehicle Count,Congestion Factor
7801,30.4643,6,0,0
7800,30.7,6,0,0
7799,30.7,6,0,0
7798,30.7,6,0,0
7797,30.4643,6,0,0
7796,30.7,6,0,0
7795,30.4643,6,0,0
7794,30.7,6,0,0
7793,30.4643,6,0,0
7792,30.7,6,0,0
7791,30.4643,6,0,0
7790,30.7,6,0,0
7789,30.4643,6,0,0
7788,30.7,6,0,0
7787,30.4643,6,0,0
7786,30.4643,6,0,0
7785,30.7,6,0,0
7784,30.7,6,0,0
7783,30.7,6,0,0
7782,30.4643,6,0,0
7781,30.4643,6,0,0
7780,30.7,6,0,0
7779,30.4643,6,0,0
7778,30.7,6,0,0
7777,30.4643,6,0,0
7776,30.4643,6,0,0
7775,30.7,6,0,0
7774,30.4643,6,0,0
7773,30.7,6,0,0
7772,30.4643,6,0,0
7771,30.7,6,0,0
7770,30.4643,6,0,0
7769,30.7,6,0,0
7768,30.4643,6,0,0
7767,30.7,6,0,0
7766,30.4643,6,0,0
7765,30.4643,6,0,0
7764,30.4643,6,0,0
7763,30.7,6,0,0
7762,30.4643,6,0,0
7761,30.7,6,0,0
7760,30.7,6,0,0
7759,30.4643,6,0,0
7758,30.4643,6,0,0
7757,30.7,6,0,0
7756,30.7,6,0,0
7755,30.4643,6,0,0
7754,30.7,6,0,0
7753,30.4643,6,0,0
7752,30.7,6,0,0
7751,30.7,6,0,0
7750,30.4643,6,0,0
7749,30.4643,6,0,0
7748,30.7,6,0,0
7747,30.4643,6,0,0
7746,30.7,6,0,0
7745,30.4643,6,0,0
7744,30.7,6,0,0
7743,30.7,6,0,0
7742,30.4643,6,0,0
7741,30.4643,6,0,0
7740,30.7,6,0,0
7739,30.4643,6,0,0
7738,30.4643,6,0,0
7737,30.7,6,0,0
7736,30.7,6,0,0
7735,30.4643,6,0,0
7734,30.7,6,0,0
7733,30.4643,6,0,0
7732,30.4643,6,0,0
7731,30.7,6,0,0
7730,30.4643,6,0,0
7729,30.7,6,0,0
7728,30.4643,6,0,0
7727,30.7,6,0,0
7726,30.4643,6,0,0
7725,30.7,6,0,0
7724,30.4643,6,0,0
7723,30.7,6,0,0
7722,30.4643,6,0,0
7721,30.7,6,0,0
7720,30.7,6,0,0
7719,30.4643,6,0,0
7718,30.7,6,0,0
7717,30.4643,6,0,0
7716,30.7,6,0,0
7715,30.4643,6,0,0
7714,30.7,6,0,0
7713,30.7,6,0,0
7712,30.4643,6,0,0
7711,30.7,6,0,0
7710,30.7,6,0,0
7709,30.4643,6,0,0
7708,30.4643,6,0,0
7707,30.7,6,0,0
7706,30.7,6,0,0
7705,30.4643,6,0,0
7704,30.4643,6,0,0
7703,30.7,6,0,0
7702,30.4643,6,0,0
7701,30.4643,6,0,0
7700,30.4643,6,0,0
7699,30.7,6,0,0
7698,30.4643,6,0,0
7697,30.7,6,0,0
7696,30.4643,6,0,0
7695,30.7,6,0,0
7694,30.4643,6,0,0
7693,30.4643,6,0,0
7692,30.7,6,0,0
7691,30.7,6,0,0
7690,30.7,6,0,0
7689,30.4643,6,0,0
7688,30.7,6,0,0
7687,30.4643,6,0,0
7686,30.7,6,0,0
7685,30.4643,6,0,0
7684,30.7,6,0,0
7683,30.4643,6,0,0
7682,30.7,6,0,0
7681,30.7,6,0,0
7680,30.7,6,0,0
7679,30.4643,6,0,0
7678,30.7,6,0,0
7677,30.4643,6,0,0
7676,30.7,6,0,0
7675,30.4643,6,0,0
7674,30.7,6,0,0
7673,30.4643,6,0,0
7672,30.7,6,0,0
7671,30.7,6,0,0
7670,30.4643,6,0,0
7669,30.7,6,0,0
7668,30.4643,6,0,0
7667,30.7,6,0,0
7666,30.7,6,0,0
7665,30.4643,6,0,0
7664,30.4643,6,0,0
7663,30.7,6,0,0
7662,30.4643,6,0,0
7661,30.7,6,0,0
7660,30.7,6,0,0
7659,30.4643,6,0,0
7658,30.4643,6,0,0
7657,30.7,6,0,0
7656,30.7,6,0,0
7655,30.4643,6,0,0
7654,30.4643,6,0,0
7653,30.4643,6,0,0
7652,30.7,6,0,0
7651,30.4643,6,0,0
7650,30.7,6,0,0
7649,30.4643,6,0,0
7648,30.4643,6,0,0
7647,30.7,6,0,0
7646,30.4643,6,0,0
7645,30.7,6,0,0
7644,30.4643,6,0,0
7643,30.4643,6,0,0
7642,30.4643,6,0,0
7641,30.7,6,0,0
7640,30.4643,6,0,0
7639,30.7,6,0,0
7638,30.4643,6,0,0
7637,30.7,6,0,0
7636,30.7,6,0,0
7635,30.4643,6,0,0
7634,30.4643,6,0,0
7633,30.7,6,0,0
7632,30.4643,6,0,0
7631,30.7,6,0,0
7630,30.4643,6,0,0
7629,30.7,6,0,0
7628,30.7,6,0,0
7627,30.4643,6,0,0
7626,30.7,6,0,0
7625,30.4643,6,0,0
7624,30.4643,6,0,0
7623,30.7,6,0,0
7622,30.7,6,0,0
7621,30.4643,6,0,0
7620,30.7,6,0,0
7619,30.4643,6,0,0
7618,30.4643,6,0,0
7617,30.7,6,0,0
7616,30.7,6,0,0
7615,30.7,6,0,0
7614,30.4643,6,0,0
7613,30.7,6,0,0
7612,30.7,6,0,0
7611,30.4643,6,0,0
7610,30.7,6,0,0
7609,30.7,6,0,0
7608,30.7,6,0,0
7607,30.4643,6,0,0
7606,30.4643,6,0,0
7605,30.7,6,0,0
7604,30.4643,6,0,0
7603,30.4643,6,0,0
7602,30.7,6,0,0
7601,30.4643,6,0,0
7600,30.4643,6,0,0
7599,30.7,6,0,0
7598,30.4643,6,0,0
7597,30.4643,6,0,0
7596,30.7,6,0,0
7595,30.4643,6,0,0
7594,30.7,6,0,0
7593,30.4643,6,0,0
7592,30.4643,6,0,0
7591,30.7,6,0,0
7590,30.4643,6,0,0
7589,30.7,6,0,0
7588,30.4643,6,0,0
7587,30.4643,6,0,0
7586,30.4643,6,0,0
7585,30.7,6,0,0
7584,30.7,6,0,0
7583,30.7,6,0,0
7582,30.4643,6,0,0
7581,30.7,6,0,0
7580,30.7,6,0,0
7579,30.4643,6,0,0
7578,30.7,6,0,0
7577,30.4643,6,0,0
7576,30.7,6,0,0
7575,30.4643,6,0,0
7574,30.4643,6,0,0
7573,30.7,6,0,0
7572,30.4643,6,0,0
7571,30.7,6,0,0
7570,30.7,6,0,0
7569,30.4643,6,0,0
7568,30.7,6,0,0
7567,30.7,6,0,0
7566,30.4643,6,0,0
7565,30.7,6,0,0
7564,30.4643,6,0,0
7563,30.7,6,0,0
7562,30.7,6,0,0
7561,30.7,6,0,0
7560,30.4643,6,0,0
7559,30.7,6,0,0
7558,30.7,6,0,0
7557,30.4643,6,0,0
7556,30.7,6,0,0
7555,30.4643,6,0,0
7554,30.7,6,0,0
7553,30.4643,6,0,0
7552,30.7,6,0,0
7551,30.4643,6,0,0
7550,30.7,6,0,0
7549,30.4643,6,0,0
7548,30.7,6,0,0
7547,30.7,6,0,0
7546,30.4643,6,0,0
7545,30.7,6,0,0
7544,30.7,6,0,0
7543,30.4643,6,0,0
7542,30.7,6,0,0
7541,30.4643,6,0,0
7540,30.7,6,0,0
7539,30.7,6,0,0
7538,30.4643,6,0,0
7537,30.7,6,0,0
7536,30.4643,6,0,0
7535,30.7,6,0,0
7534,30.4643,6,0,0
7533,30.4643,6,0,0
7532,30.7,6,0,0
7531,30.4643,6,0,0
7530,30.4643,6,0,0
7529,30.4643,6,0,0
7528,30.4643,6,0,0
7527,30.7,6,0,0
7526,30.4643,6,0,0
7525,30.7,6,0,0
7524,30.4643,6,0,0
7523,30.4643,6,0,0
7522,30.4643,6,0,0
7521,30.7,6,0,0
7520,30.4643,6,0,0
7519,30.7,6,0,0
7518,30.4643,6,0,0
7517,30.7,6,0,0
7516,30.4643,6,0,0
7515,30.7,6,0,0
7514,30.4643,6,0,0
7513,30.7,6,0,0
7512,30.4643,6,0,0
7511,30.4643,6,0,0
7510,30.7,6,0,0
7509,30.7,6,0,0
7508,30.7,6,0,0
7507,30.7,6,0,0
7506,30.7,6,0,0
7505,30.4643,6,0,0
7504,30.7,6,0,0
7503,30.4643,6,0,0
7502,30.7,6,0,0
7501,30.4643,6,0,0
7500,30.4643,6,0,0
7499,30.7,6,0,0
7498,30.4643,6,0,0
7497,30.7,6,0,0
7496,30.4643,6,0,0
7495,30.7,6,0,0
7494,30.4643,6,0,0
7493,30.7,6,0,0
7492,30.4643,6,0,0
7491,30.7,6,0,0
7490,30.4643,6,0,0
7489,30.7,6,0,0
7488,30.7,6,0,0
7487,30.4643,6,0,0
7486,30.4643,6,0,0
7485,30.7,6,0,0
7484,30.4643,6,0,0
7483,30.7,6,0,0
7482,30.7,6,0,0
7481,30.4643,6,0,0
7480,30.7,6,0,0
7479,30.7,6,0,0
7478,30.4643,6,0,0
7477,30.7,6,0,0
7476,30.7,6,0,0
7475,30.4643,6,0,0
7474,30.4643,6,0,0
7473,30.7,6,0,0
7472,30.4643,6,0,0
7471,30.4643,6,0,0
7470,30.7,6,0,0
7469,30.4643,6,0,0
7468,30.7,6,0,0
7467,30.4643,6,0,0
7466,30.4643,6,0,0
7465,30.7,6,0,0
7464,30.4643,6,0,0
7463,30.7,6,0,0
7462,30.4643,6,0,0
7461,30.4643,6,0,0
7460,30.7,6,0,0
7459,30.7,6,0,0
7458,30.4643,6,0,0
7457,30.7,6,0,0
7456,30.7,6,0,0
7455,30.4643,6,0,0
7454,30.7,6,0,0
7453,30.7,6,0,0
7452,30.7,6,0,0
7451,30.4643,6,0,0
7450,30.7,6,0,0
7449,30.7,6,0,0
7448,30.4643,6,0,0
7447,30.4643,6,0,0
7446,30.7,6,0,0
7445,30.4643,6,0,0
7444,30.7,6,0,0
7443,30.4643,6,0,0
7442,30.7,6,0,0
7441,30.7,6,0,0
7440,30.7,6,0,0
7439,30.4643,6,0,0
7438,30.7,6,0,0
7437,30.4643,6,0,0
7436,30.7,6,0,0
7435,30.4643,6,0,0
7434,30.7,6,0,0
7433,30.4643,6,0,0
7432,30.7,6,0,0
7431,30.4643,6,0,0
7430,30.7,6,0,0
7429,30.7,6,0,0
7428,30.4643,6,0,0
7427,30.7,6,0,0
7426,30.4643,6,0,0
7425,30.7,6,0,0
7424,30.4643,6,0,0
7423,30.7,6,0,0
7422,30.4643,6,0,0
7421,30.7,6,0,0
7420,30.4643,6,0,0
7419,30.4643,6,0,0
7418,30.7,6,0,0
7417,30.4643,6,0,0
7416,30.7,6,0,0
7415,30.4643,6,0,0
7414,30.4643,6,0,0
7413,30.7,6,0,0
7412,30.7,6,0,0
7411,30.4643,6,0,0
7410,30.7,6,0,0
7409,30.4643,6,0,0
7408,30.7,6,0,0
7407,30.4643,6,0,0
7406,30.4643,6,0,0
7405,30.4643,6,0,0
7404,30.7,6,0,0
7403,30.4643,6,0,0
7402,30.4643,6,0,0
7401,30.7,6,0,0
7400,30.4643,6,0,0
7399,30.7,6,0,0
7398,30.7,6,0,0
7397,30.4643,6,0,0
7396,30.7,6,0,0
7395,30.4643,6,0,0
7394,30.7,6,0,0
7393,30.4643,6,0,0
7392,30.7,6,0,0
7391,30.4643,6,0,0
7390,30.7,6,0,0
7389,30.4643,6,0,0
7388,30.7,6,0,0
7387,30.7,6,0,0
7386,30.4643,6,0,0
7385,30.7,6,0,0
7384,30.4643,6,0,0
7383,30.7,6,0,0
7382,30.4643,6,0,0
7381,30.7,6,0,0
7380,30.4643,6,0,0
7379,30.7,6,0,0
7378,30.4643,6,0,0
7377,30.4643,6,0,0
7376,30.4643,6,0,0
7375,30.4643,6,0,0
7374,30.4643,6,0,0
7373,30.4643,6,0,0
7372,30.4643,6,0,0
7371,30.4643,6,0,0
7370,30.4643,6,0,0
7369,30.4643,6,0,0
7368,30.4643,6,0,0
7367,23.2703,4,0,0
7366,73.6923,14,0,0
7365,23.2703,4,0,0
7364,73.6923,14,0,0
7363,23.2703,4,0,0
7362,73.6923,14,0,0
7361,23.2703,4,0,0
7360,23.2703,4,0,0
7359,73.6923,14,0,0
7358,23.2703,4,0,0
7357,73.6923,14,0,0
7356,23.2703,4,0,0
7355,73.6923,14,0,0
7354,23.2703,4,0,0
7353,73.6923,14,0,0
7352,23.2703,4,0,0
7351,73.6923,14,0,0
7350,23.2703,4,0,0
7349,73.6923,14,0,0
7348,23.2703,4,0,0
7347,73.6923,14,0,0
7346,73.6923,14,0,0
7345,73.6923,14,0,0
7344,23.2703,4,0,0
7343,73.6923,14,0,0
7342,23.2703,4,0,0
7341,73.6923,14,0,0
7340,23.2703,4,0,0
7339,73.6923,14,0,0
7338,23.2703,4,0,0
7337,73.6923,14,0,0
7336,23.2703,4,0,0
7335,23.2703,4,0,0
7334,23.2703,4,0,0
7333,23.2703,4,0,0
7332,73.6923,14,0,0
7331,23.2703,4,0,0
7330,73.6923,14,0,0
7329,23.2703,4,0,0
7328,73.6923,14,0,0
7327,23.2703,4,0,0
7326,73.6923,14,0,0
7325,23.2703,4,0,0
7324,23.2703,4,0,0
7323,73.6923,14,0,0
7322,23.2703,4,0,0
7321,23.2703,4,0,0
7320,73.6923,14,0,0
7319,23.2703,4,0,0
7318,23.2703,4,0,0
7317,23.2703,4,0,0
7316,73.6923,14,0,0
7315,23.2703,4,0,0
7314,73.6923,14,0,0
7313,23.2703,4,0,0
7312,23.2703,4,0,0
7311,23.2703,4,0,0
7310,23.2703,4,0,0
7309,73.6923,14,0,0
7308,73.6923,14,0,0
7307,23.2703,4,0,0
7306,73.6923,14,0,0
7305,73.6923,14,0,0
7304,23.2703,4,0,0
7303,73.6923,14,0,0
7302,23.2703,4,0,0
7301,73.6923,14,0,0
7300,73.6923,14,0,0
7299,23.2703,4,0,0
7298,73.6923,14,0,0
7297,73.6923,14,0,0
7296,23.2703,4,0,0
7295,73.6923,14,0,0
7294,23.2703,4,0,0
7293,23.2703,4,0,0
7292,73.6923,14,0,0
7291,23.2703,4,0,0
7290,23.2703,4,0,0
7289,73.6923,14,0,0
7288,23.2703,4,0,0
7287,73.6923,14,0,0
7286,23.2703,4,0,0
7285,73.6923,14,0,0
7284,23.2703,4,0,0
7283,73.6923,14,0,0
7282,23.2703,4,0,0
7281,73.6923,14,0,0
7280,23.2703,4,0,0
7279,73.6923,14,0,0
7278,23.2703,4,0,0
7277,73.6923,14,0,0
7276,73.6923,14,0,0
7275,23.2703,4,0,0
7274,73.6923,14,0,0
7273,23.2703,4,0,0
7272,73.6923,14,0,0
7271,23.2703,4,0,0
7270,23.2703,4,0,0
7269,23.2703,4,0,0
7268,23.2703,4,0,0
7267,23.2703,4,0,0
7266,73.6923,14,0,0
7265,23.2703,4,0,0
7264,73.6923,14,0,0
7263,23.2703,4,0,0
7262,73.6923,14,0,0
7261,23.2703,4,0,0
7260,73.6923,14,0,0
7259,23.2703,4,0,0
7258,73.6923,14,0,0
7257,23.2703,4,0,0
7256,73.6923,14,0,0
7255,23.2703,4,0,0
7254,73.6923,14,0,0
7253,73.6923,14,0,0
7252,73.6923,14,0,0
7251,73.6923,14,0,0
7250,23.2703,4,0,0
7249,73.6923,14,0,0
7248,73.6923,14,0,0
7247,23.2703,4,0,0
7246,73.6923,14,0,0
7245,73.6923,14,0,0
7244,23.2703,4,0,0
7243,23.2703,4,0,0
7242,23.2703,4,0,0
7241,73.6923,14,0,0
7240,23.2703,4,0,0
7239,73.6923,14,0,0
7238,73.6923,14,0,0
7237,23.2703,4,0,0
7236,73.6923,14,0,0
7235,23.2703,4,0,0
7234,23.2703,4,0,0
7233,23.2703,4,0,0
7232,73.6923,14,0,0
7231,23.2703,4,0,0
7230,23.2703,4,0,0
7229,73.6923,14,0,0
7228,73.6923,14,0,0
7227,23.2703,4,0,0
7226,73.6923,14,0,0
7225,23.2703,4,0,0
7224,73.6923,14,0,0
7223,73.6923,14,0,0
7222,23.2703,4,0,0
7221,23.2703,4,0,0
7220,23.2703,4,0,0
7219,73.6923,14,0,0
7218,23.2703,4,0,0
7217,73.6923,14,0,0
7216,23.2703,4,0,0
7215,23.2703,4,0,0
7214,73.6923,14,0,0
7213,23.2703,4,0,0
7212,23.2703,4,0,0
7211,73.6923,14,0,0
7210,73.6923,14,0,0
7209,23.2703,4,0,0
7208,23.2703,4,0,0
7207,73.6923,14,0,0
7206,23.2703,4,0,0
7205,73.6923,14,0,0
7204,23.2703,4,0,0
7203,73.6923,14,0,0
7202,23.2703,4,0,0
7201,23.2703,4,0,0
7200,73.6923,14,0,0
7199,23.2703,4,0,0
7198,73.6923,14,0,0
7197,23.2703,4,0,0
7196,23.2703,4,0,0
7195,73.6923,14,0,0
7194,73.6923,14,0,0
7193,73.6923,14,0,0
7192,23.2703,4,0,0
7191,73.6923,14,0,0
7190,23.2703,4,0,0
7189,73.6923,14,0,0
7188,23.2703,4,0,0
7187,23.2703,4,0,0
7186,73.6923,14,0,0
7185,23.2703,4,0,0
7184,73.6923,14,0,0
7183,23.2703,4,0,0
7182,73.6923,14,0,0
7181,73.6923,14,0,0
7180,73.6923,14,0,0
7179,23.2703,4,0,0
7178,73.6923,14,0,0
7177,23.2703,4,0,0
7176,73.6923,14,0,0
7175,23.2703,4,0,0
7174,23.2703,4,0,0
7173,23.2703,4,0,0
7172,23.2703,4,0,0
7171,73.6923,14,0,0
7170,23.2703,4,0,0
7169,73.6923,14,0,0
7168,73.6923,14,0,0
7167,23.2703,4,0,0
7166,73.6923,14,0,0
7165,23.2703,4,0,0
7164,73.6923,14,0,0
7163,73.6923,14,0,0
7162,23.2703,4,0,0
7161,23.2703,4,0,0
7160,23.2703,4,0,0
7159,73.6923,14,0,0
7158,23.2703,4,0,0
7157,73.6923,14,0,0
7156,73.6923,14,0,0
7155,23.2703,4,0,0
7154,73.6923,14,0,0
7153,73.6923,14,0,0
7152,23.2703,4,0,0
7151,23.2703,4,0,0
7150,23.2703,4,0,0
7149,23.2703,4,0,0
7148,73.6923,14,0,0
7147,23.2703,4,0,0
7146,23.2703,4,0,0
7145,73.6923,14,0,0
7144,73.6923,14,0,0
7143,23.2703,4,0,0
7142,23.2703,4,0,0
7141,73.6923,14,0,0
7140,23.2703,4,0,0
7139,23.2703,4,0,0
7138,73.6923,14,0,0
7137,23.2703,4,0,0
7136,23.2703,4,0,0
7135,23.2703,4,0,0
7134,73.6923,14,0,0
7133,73.6923,14,0,0
7132,73.6923,14,0,0
7131,73.6923,14,0,0
7130,73.6923,14,0,0
7129,23.2703,4,0,0
7128,73.6923,14,0,0
7127,23.2703,4,0,0
7126,73.6923,14,0,0
7125,23.2703,4,0,0
7124,73.6923,14,0,0
7123,23.2703,4,0,0
7122,23.2703,4,0,0
7121,73.6923,14,0,0
7120,23.2703,4,0,0
7119,73.6923,14,0,0
7118,73.6923,14,0,0
7117,73.6923,14,0,0
7116,23.2703,4,0,0
7115,73.6923,14,0,0
7114,23.2703,4,0,0
7113,73.6923,14,0,0
7112,23.2703,4,0,0
7111,23.2703,4,0,0
7110,73.6923,14,0,0
7109,73.6923,14,0,0
7108,73.6923,14,0,0
7107,23.2703,4,0,0
7106,73.6923,14,0,0
7105,23.2703,4,0,0
7104,73.6923,14,0,0
7103,23.2703,4,0,0
7102,73.6923,14,0,0
7101,23.2703,4,0,0
7100,23.2703,4,0,0
7099,23.2703,4,0,0
7098,73.6923,14,0,0
7097,23.2703,4,0,0
7096,73.6923,14,0,0
7095,73.6923,14,0,0
7094,73.6923,14,0,0
7093,23.2703,4,0,0
7092,73.6923,14,0,0
7091,73.6923,14,0,0
7090,73.6923,14,0,0
7089,23.2703,4,0,0
7088,73.6923,14,0,0
7087,23.2703,4,0,0
7086,23.2703,4,0,0
7085,23.2703,4,0,0
7084,23.2703,4,0,0
7083,73.6923,14,0,0
7082,23.2703,4,0,0
7081,73.6923,14,0,0
7080,73.6923,14,0,0
7079,23.2703,4,0,0
7078,73.6923,14,0,0
7077,23.2703,4,0,0
7076,23.2703,4,0,0
7075,73.6923,14,0,0
7074,23.2703,4,0,0
7073,73.6923,14,0,0
7072,23.2703,4,0,0
7071,23.2703,4,0,0
7070,73.6923,14,0,0
7069,23.2703,4,0,0
7068,23.2703,4,0,0
7067,73.6923,14,0,0
7066,23.2703,4,0,0
7065,73.6923,14,0,0
7064,73.6923,14,0,0
7063,23.2703,4,0,0
7062,73.6923,14,0,0
7061,73.6923,14,0,0
7060,23.2703,4,0,0
7059,73.6923,14,0,0
7058,23.2703,4,0,0
7057,73.6923,14,0,0
7056,23.2703,4,0,0
7055,73.6923,14,0,0
7054,23.2703,4,0,0
7053,73.6923,14,0,0
7052,73.6923,14,0,0
7051,23.2703,4,0,0
7050,73.6923,14,0,0
7049,23.2703,4,0,0
7048,73.6923,14,0,0
7047,23.2703,4,0,0
7046,73.6923,14,0,0
7045,23.2703,4,0,0
7044,73.6923,14,0,0
7043,23.2703,4,0,0
7042,73.6923,14,0,0
7041,23.2703,4,0,0
7040,23.2703,4,0,0
7039,73.6923,14,0,0
7038,23.2703,4,0,0
7037,23.2703,4,0,0
7036,73.6923,14,0,0
7035,23.2703,4,0,0
7034,73.6923,14,0,0
7033,23.2703,4,0,0
7032,73.6923,14,0,0
7031,23.2703,4,0,0
7030,73.6923,14,0,0
7029,23.2703,4,0,0
7028,73.6923,14,0,0
7027,23.2703,4,0,0
7026,73.6923,14,0,0
7025,23.2703,4,0,0
7024,73.6923,14,0,0
7023,23.2703,4,0,0
7022,73.6923,14,0,0
7021,23.2703,4,0,0
7020,73.6923,14,0,0
7019,73.6923,14,0,0
7018,73.6923,14,0,0
7017,23.2703,4,0,0
7016,73.6923,14,0,0
7015,23.2703,4,0,0
7014,73.6923,14,0,0
7013,23.2703,4,0,0
7012,73.6923,14,0,0
7011,23.2703,4,0,0
7010,73.6923,14,0,0
7009,23.2703,4,0,0
7008,23.2703,4,0,0
7007,73.6923,14,0,0
7006,23.2703,4,0,0
7005,73.6923,14,0,0
7004,23.2703,4,0,0
7003,73.6923,14,0,0
7002,23.2703,4,0,0
7001,23.2703,4,0,0
7000,73.6923,14,0,0
6999,23.2703,4,0,0
6998,73.6923,14,0,0
6997,23.2703,4,0,0
6996,73.6923,14,0,0
6995,73.6923,14,0,0
6994,23.2703,4,0,0
6993,23.2703,4,0,0
6992,23.2703,4,0,0
6991,23.2703,4,0,0
6990,73.6923,14,0,0
6989,73.6923,14,0,0
6988,73.6923,14,0,0
6987,73.6923,14,0,0
6986,83.6364,16,0,0
6985,83.6364,16,0,0
6984,32.2963,6,0,0
6983,83.6364,16,0,0
6982,32.2963,6,0,0
6981,83.6364,16,0,0
6980,83.6364,16,0,0
6979,83.6364,16,0,0
6978,32.2963,6,0,0
6977,32.2963,6,0,0
6976,83.6364,16,0,0
6975,32.2963,6,0,0
6974,32.2963,6,0,0
6973,83.6364,16,0,0
6972,32.2963,6,0,0
6971,32.2963,6,0,0
6970,83.6364,16,0,0
6969,32.2963,6,0,0
6968,83.6364,16,0,0
6967,32.2963,6,0,0
6966,32.2963,6,0,0
6965,83.6364,16,0,0
6964,83.6364,16,0,0
6963,32.2963,6,0,0
6962,83.6364,16,0,0
6961,83.6364,16,0,0
6960,32.2963,6,0,0
6959,83.6364,16,0,0
6958,32.2963,6,0,0
6957,83.6364,16,0,0
6956,32.2963,6,0,0
6955,32.2963,6,0,0
6954,83.6364,16,0,0
6953,32.2963,6,0,0
6952,83.6364,16,0,0
6951,32.2963,6,0,0
6950,83.6364,16,0,0
6949,32.2963,6,0,0
6948,83.6364,16,0,0
6947,32.2963,6,0,0
6946,83.6364,16,0,0
6945,83.6364,16,0,0
6944,32.2963,6,0,0
6943,32.2963,6,0,0
6942,83.6364,16,0,0
6941,32.2963,6,0,0
6940,32.2963,6,0,0
6939,83.6364,16,0,0
6938,32.2963,6,0,0
6937,32.2963,6,0,0
6936,83.6364,16,0,0
6935,32.2963,6,0,0
6934,83.6364,16,0,0
6933,32.2963,6,0,0
6932,83.6364,16,0,0
6931,83.6364,16,0,0
6930,32.2963,6,0,0
6929,83.6364,16,0,0
6928,32.2963,6,0,0
6927,83.6364,16,0,0
6926,83.6364,16,0,0
6925,83.6364,16,0,0
6924,32.2963,6,0,0
6923,32.2963,6,0,0
6922,32.2963,6,0,0
6921,83.6364,16,0,0
6920,32.2963,6,0,0
6919,32.2963,6,0,0
6918,83.6364,16,0,0
6917,32.2963,6,0,0
6916,83.6364,16,0,0
6915,83.6364,16,0,0
6914,32.2963,6,0,0
6913,32.2963,6,0,0
6912,83.6364,16,0,0
6911,83.6364,16,0,0
6910,32.2963,6,0,0
6909,83.6364,16,0,0
6908,83.6364,16,0,0
6907,32.2963,6,0,0
6906,83.6364,16,0,0
6905,32.2963,6,0,0
6904,32.2963,6,0,0
6903,83.6364,16,0,0
6902,32.2963,6,0,0
6901,32.2963,6,0,0
6900,32.2963,6,0,0
6899,83.6364,16,0,0
6898,32.2963,6,0,0
6897,83.6364,16,0,0
6896,32.2963,6,0,0
6895,83.6364,16,0,0
6894,32.2963,6,0,0
6893,32.2963,6,0,0
6892,83.6364,16,0,0
6891,32.2963,6,0,0
6890,83.6364,16,0,0
6889,32.2963,6,0,0
6888,83.6364,16,0,0
6887,32.2963,6,0,0
6886,83.6364,16,0,0
6885,32.2963,6,0,0
6884,83.6364,16,0,0
6883,83.6364,16,0,0
6882,32.2963,6,0,0
6881,83.6364,16,0,0
6880,32.2963,6,0,0
6879,83.6364,16,0,0
6878,32.2963,6,0,0
6877,83.6364,16,0,0
6876,83.6364,16,0,0
6875,83.6364,16,0,0
6874,32.2963,6,0,0
6873,83.6364,16,0,0
6872,32.2963,6,0,0
6871,83.6364,16,0,0
6870,83.6364,16,0,0
6869,32.2963,6,0,0
6868,32.2963,6,0,0
6867,83.6364,16,0,0
6866,32.2963,6,0,0
6865,32.2963,6,0,0
6864,83.6364,16,0,0
6863,32.2963,6,0,0
6862,83.6364,16,0,0
6861,32.2963,6,0,0
6860,83.6364,16,0,0
6859,32.2963,6,0,0
6858,32.2963,6,0,0
6857,83.6364,16,0,0
6856,83.6364,16,0,0
6855,32.2963,6,0,0
6854,32.2963,6,0,0
6853,32.2963,6,0,0
6852,83.6364,16,0,0
6851,32.2963,6,0,0
6850,32.2963,6,0,0
6849,32.2963,6,0,0
6848,32.2963,6,0,0
6847,32.2963,6,0,0
6846,83.6364,16,0,0
6845,32.2963,6,0,0
6844,32.2963,6,0,0
6843,83.6364,16,0,0
6842,83.6364,16,0,0
6841,32.2963,6,0,0
6840,83.6364,16,0,0
6839,83.6364,16,0,0
6838,32.2963,6,0,0
6837,32.2963,6,0,0
6836,83.6364,16,0,0
6835,32.2963,6,0,0
6834,83.6364,16,0,0
6833,32.2963,6,0,0
6832,83.6364,16,0,0
6831,32.2963,6,0,0
6830,83.6364,16,0,0
6829,83.6364,16,0,0
6828,32.2963,6,0,0
6827,32.2963,6,0,0
6826,32.2963,6,0,0
6825,83.6364,16,0,0
6824,83.6364,16,0,0
6823,83.6364,16,0,0
6822,83.6364,16,0,0
6821,83.6364,16,0,0
6820,32.2963,6,0,0
6819,83.6364,16,0,0
6818,32.2963,6,0,0
6817,32.2963,6,0,0
6816,32.2963,6,0,0
6815,83.6364,16,0,0
6814,32.2963,6,0,0
6813,83.6364,16,0,0
6812,83.6364,16,0,0
6811,32.2963,6,0,0
6810,32.2963,6,0,0
6809,83.6364,16,0,0
6808,32.2963,6,0,0
6807,32.2963,6,0,0
6806,83.6364,16,0,0
6805,32.2963,6,0,0
6804,32.2963,6,0,0
6803,32.2963,6,0,0
6802,83.6364,16,0,0
6801,83.6364,16,0,0
6800,32.2963,6,0,0
6799,83.6364,16,0,0
6798,83.6364,16,0,0
6797,83.6364,16,0,0
6796,83.6364,16,0,0
6795,32.6667,6,0,0
6794,21.8966,4,0,0
6793,32.6667,6,0,0
6792,32.6667,6,0,0
6791,32.6667,6,0,0
6790,21.8966,4,0,0
6789,21.8966,4,0,0
